DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_100_500,-0.958607315
10.1039/C8TA04886J,South Korea,Inst for Basic Sci Korea,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,47,1484,0.031671159,MDP_1_S,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0_5,HTEMP_200_250,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_True,Glassy Carbon,EPC_0.1_1,SCD_OVER100,STT_100_500,-0.356547324
10.1126/sciadv.abl9271,Peoples R China,Xiamen Univ,SCIENCE ADVANCES,14.98,3/28/2022,17,298,0.05704698,MDP_1_Se,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_100_500,-1.15490196
10.1016/j.jre.2022.01.013,Peoples R China,Inner Mongolia Normal Univ,JOURNAL OF RARE EARTHS,3.712,6/24/2022,2,210,0.00952381,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_100_500,-1.522878745
10.1021/acsami.0c00389,Peoples R China,Zhejiang Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,9/9/2020,14,863,0.01622248,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_1440_2880,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.2_0.5,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_100_500,-0.397940009
10.1039/D1EE02636D,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,12/3/2021,13,413,0.031476998,MDP_1_Pt,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0.1_0.2,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_100_500,0.113943352
10.1039/D0NR04622A,South Korea,Korea Univ,NANOSCALE,8.307,9/3/2020,7,869,0.008055236,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_25_50,MDP2PP_30_40,MDP3PP_25_34,MDP4PP_0,HTEMP_250_300,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.1_0.2,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_100_500,-0.070581074
10.1021/acsami.0c05906,Singapore,Nanyang Technol Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,7/16/2020,19,918,0.020697168,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_OVER2880,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_100_500,-0.585026652
10.1021/acsami.0c05906,Singapore,Nanyang Technol Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,7/16/2020,19,918,0.020697168,MDP_1_W,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_OVER2880,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_100_500,-0.698970004
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_True,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_0_10,STT_100_500,-2.01
10.1039/C9CC01369E,Sweden,Uppsala Univ,CHEMICAL COMMUNICATIONS,6.065,6/4/2019,15,1326,0.011312217,MDP_1_Fe,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0_0.1,SCD_10_50,STT_50_100,0.123851641
10.1038/s41467-022-31874-4,Peoples R China,Hohai Univ,NATURE COMMUNICATIONS,17.694,7/25/2022,5,179,0.027932961,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_5_15,MDP4PP_0,HTEMP_50_100,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_1000_1200,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_50_100,-2.04
10.1016/j.jallcom.2022.163787,Peoples R China,Chongqing Jiaotong Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2/10/2022,5,344,0.014534884,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_600_800,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,-0.065501549
10.1038/s41467-022-30064-6,Peoples R China,Nankai Univ,NATURE COMMUNICATIONS,17.694,5/12/2022,4,253,0.015810277,MDP_1_Mn,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_200_300,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_50_100,0.437750563
10.1088/2053-1583/ac26db,Peoples R China,Nankai Univ,2D MATERIALS,6.861,10/6/2021,3,471,0.006369427,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_180_360,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.1_0.2,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_50_100,-0.244125144
10.1007/s12274-022-4807-3,Peoples R China,Zhengzhou Univ,NANO RESEARCH,10.269,9/14/2022,0,128,0,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_20_30,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_1_5,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_10_50,STT_50_100,-0.22184875
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_OVER100,STT_50_100,0.614897216
10.1126/sciadv.abl9271,Peoples R China,Xiamen Univ,SCIENCE ADVANCES,14.98,3/28/2022,17,298,0.05704698,MDP_1_Se,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0_5,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.05_0.1,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,0.190331698
10.1016/j.jelechem.2017.10.062,USA,Brookhaven Natl Lab,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,12/28/2018,89,1484,0.059973046,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_60_180,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_60_120,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_OVER100,STT_50_100,-0.455931956
10.1002/anie.202106631,Peoples R China,Qingdao Univ Sci & Technol,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,7/23/2021,100,546,0.183150183,MDP_1_Na,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_10_50,STT_50_100,0.10720997
10.1039/D2TA00966H,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/6/2022,2,289,0.006920415,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_800_1000,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_0.1_1,SCD_0_10,STT_50_100,-0.37675071
10.1007/s12678-022-00798-4,South Africa,Univ Western Cape,ELECTROCATALYSIS,2.933,1/15/2023,0,5,0,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_0_60,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_0.6_1,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,0.053078443
10.1039/C9CC01369E,Sweden,Uppsala Univ,CHEMICAL COMMUNICATIONS,6.065,6/4/2019,15,1326,0.011312217,MDP_1_Fe,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_50_100,0.376576957
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_OVER100,STT_50_100,0.702430536
10.1038/s41929-021-00732-9,Japan,RIKEN,NATURE CATALYSIS,40.706,3/3/2022,38,323,0.117647059,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_RT,ATIME_0,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_OVER5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_0.1_1,SCD_OVER100,STT_50_100,0.788875116
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,MDP_1_Se,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_360_720,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,0.660865478
10.1016/j.apsusc.2022.154727,Peoples R China,Jilin Normal Univ,APPLIED SURFACE SCIENCE,7.392,10/13/2022,0,99,0,MDP_1_Sr,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_20_30,MDP3PP_25_34,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_True,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._True,CL_1_5,SL_0,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,-0.060480747
10.1038/s41467-021-26025-0,South Korea,Inst Basic Sci IBS,NATURE COMMUNICATIONS,17.694,10/15/2021,29,462,0.062770563,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_40_51,MDP3PP_0,MDP4PP_0,HTEMP_50_100,HTIME_720_1440,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_500_600,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.3_0.6,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_OVER100,STT_50_100,0.28780173
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,MDP_1_Se,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_50_100,STT_50_100,0.416640507
10.1021/acs.jpcc.9b06529,Peoples R China,Shandong Univ Sci & Technol,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,1/24/2020,16,1092,0.014652015,MDP_1_Ir,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_50_100,STT_50_100,0.225309282
10.1016/j.chempr.2022.02.003,Peoples R China,Xiamen Univ,CHEM,25.832,6/29/2022,6,205,0.029268293,MDP_1_Se,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_50_75,MDP2PP_30_40,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_720_1440,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_True,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_720_1440,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.1_0.2,SL_0.2_0.5,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,0.301029996
10.1016/j.jallcom.2022.163787,Peoples R China,Chongqing Jiaotong Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,2/10/2022,5,344,0.014534884,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_360_720,Hydrothermal Stirring,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_True,ATEMP_600_800,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_True,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.2_0.3,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,0.193124598
10.1016/j.apcatb.2021.120899,Taiwan,Natl Tsing Hua Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,11/27/2021,11,419,0.026252983,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_0_10,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_60_180,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_400_500,ATIME_0_60,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0.6_1,SL_0.2_0.5,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_50_100,0.301029996
10.1016/j.ica.2022.121008,South Korea,Yeungnam Univ,INORGANICA CHIMICA ACTA,3.118,6/8/2022,1,226,0.004424779,MDP_1_Co,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_75_100,MDP2PP_10_20,MDP3PP_0,MDP4PP_0,HTEMP_150_200,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_600_800,ATIME_180_360,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_0_0.05,SL_0_0.1,Support is not Carbon_False,Glassy Carbon,EPC_OVER1,SCD_10_50,STT_50_100,-0.698970004
10.1016/j.nanoen.2021.106276,South Korea,Korea Adv Inst Sci & Technol KAIST,NANO ENERGY,19.069,10/15/2021,18,462,0.038961039,MDP_1_Ru,MDP_2_Ru,MDP_3_None,MDP_4_None,MDP1PP_100,MDP2PP_0,MDP3PP_0,MDP4PP_0,HTEMP_RT,HTIME_180_360,Hydrothermal Still,Hydrothermal Strong Reductant in Liquid_False,Hydrothermal Weak Reductant in Liquid_False,Mixed in Solid or Liquid_False,ATEMP_300_400,ATIME_120_180,Annealing Still,Annealing Atomosphere Inert_False,Annealing Atomosphere Reductive_False,Post-processing Acid Wash etc._False,CL_1_5,SL_0,Support is not Carbon_False,Carbon Paper,EPC_OVER1,SCD_10_50,STT_50_100,0.235528447
